"Example","Model","Type","Index","Estimate","SE"
"Wagepan","Continuous","Effect",4,0.00572847513419684,0.048457304850076
"Wagepan","Continuous","Effect",5,-0.0579700965213757,0.0558354375481706
"Wagepan","Continuous","Placebo",1,-0.0787580791986695,0.0381338416516722
"Wagepan","Continuous","Placebo",2,0.0373961853603213,0.0519353007035762
"Wagepan","Weight","Effect",1,0.0504640597092505,0.033945542207857
"Wagepan","Weight","Effect",2,0.0249797628261454,0.0399114381286495
"Wagepan","Weight","Effect",3,0.0418596375394074,0.0426164208967596
"Wagepan","Weight","Effect",4,0.0208927851899455,0.0487201035485469
"Wagepan","Weight","Effect",5,-0.0575851463290556,0.0565596194522696
"Wagepan","Weight","Placebo",1,-0.0811646058953602,0.0424708526132932
"Wagepan","Weight","Placebo",2,0.040866535264217,0.0611291149624732
"Wagepan","Cluster","Effect",1,0.0409507589219753,0.0285618462484819
"Wagepan","Cluster","Effect",2,0.0218878146052099,0.0255911893841904
"Wagepan","Cluster","Effect",3,0.0311019215194921,0.0278902117429067
"Wagepan","Cluster","Effect",4,0.0181627023972096,0.010076505316252
"Wagepan","Cluster","Effect",5,-0.0499657708663151,0.0275674121227839
"Wagepan","Cluster","Placebo",1,-0.0883945688414893,0.100912592155345
"Wagepan","Cluster","Placebo",2,0.0370908370919698,0.0958356817607476
"Wagepan","Same_Switchers","Effect",1,0.0465925483984899,0.0409018030995624
"Wagepan","Same_Switchers","Effect",2,0.0338583180940893,0.0469162293330123
"Wagepan","Same_Switchers","Effect",3,0.0485448821903344,0.0492838846515323
"Wagepan","Same_Switchers","Effect",4,0.0374830523439772,0.0510270899893796
"Wagepan","Same_Switchers","Effect",5,-0.0499657708663151,0.0546254344032438
"Wagepan","Same_Switchers","Placebo",1,-0.0869863802048182,0.0678572183755752
"Wagepan","Same_Switchers","Placebo",2,0.0782255251120354,0.0978921850703581
"Wagepan","Same_Switchers_Placebo","Effect",1,0.0465925483984899,0.0409018030995624
"Wagepan","Same_Switchers_Placebo","Effect",2,0.0338583180940893,0.0469162293330123
"Wagepan","Same_Switchers_Placebo","Effect",3,0.0485448821903344,0.0492838846515323
"Wagepan","Same_Switchers_Placebo","Effect",4,0.0374830523439772,0.0510270899893796
"Wagepan","Same_Switchers_Placebo","Effect",5,-0.0499657708663151,0.0546254344032438
"Wagepan","Same_Switchers_Placebo","Placebo",1,-0.0496879932504801,0.140729886629397
"Wagepan","Same_Switchers_Placebo","Placebo",2,0.0782255251120354,0.0978921850703581
"Wagepan","Switchers_In","Effect",1,0.0693367423052272,0.050415114969721
"Wagepan","Switchers_In","Effect",2,0.0392462858559662,0.0506126328568969
"Wagepan","Switchers_In","Effect",3,0.0446190393252549,0.0584115544842666
"Wagepan","Switchers_In","Effect",4,0.0244555317083939,0.0656956293757392
"Wagepan","Switchers_In","Effect",5,-0.037947135980127,0.0765452883925381
"Wagepan","Switchers_In","Placebo",1,-0.0920765801625643,0.0498936512644237
"Wagepan","Switchers_In","Placebo",2,0.0362436533138449,0.0687048176938728
"Wagepan","Switchers_Out","Effect",1,0.00154109267144119,0.0410324174701138
"Wagepan","Switchers_Out","Effect",2,-0.001018209313314,0.0621764040022482
"Wagepan","Switchers_Out","Effect",3,0.0131286110305108,0.0617730518487422
"Wagepan","Switchers_Out","Effect",4,0.00930612781109839,0.0660923682339909
"Wagepan","Switchers_Out","Effect",5,-0.0662071693611638,0.0761446588470561
"Wagepan","Switchers_Out","Placebo",1,-0.0820640932368341,0.0764612961146206
"Wagepan","Switchers_Out","Placebo",2,0.0383333732998864,0.101918091205555
"Wagepan","Only_Never_Switchers","Effect",1,0.0370227788746051,0.033271523856163
"Wagepan","Only_Never_Switchers","Effect",2,0.0013780944489098,0.0402666783914995
"Wagepan","Only_Never_Switchers","Effect",3,0.022383617889138,0.0413721982604921
"Wagepan","Only_Never_Switchers","Effect",4,-0.0017149788020647,0.0462793482919308
"Wagepan","Only_Never_Switchers","Effect",5,-0.0608601716895671,0.0544282368564339
"Wagepan","Only_Never_Switchers","Placebo",1,-0.0757911523161336,0.0392231088725363
"Wagepan","Only_Never_Switchers","Placebo",2,0.0437174898178332,0.0556017772021304
"Wagepan","CI_Level_90","Effect",1,0.0409507589219753,0.0339709086428129
"Wagepan","CI_Level_90","Effect",2,0.0218878146052099,0.0393387790490505
"Wagepan","CI_Level_90","Effect",3,0.0311019215194921,0.0425975834153738
"Wagepan","CI_Level_90","Effect",4,0.0181627023972096,0.047209970184856
"Wagepan","CI_Level_90","Effect",5,-0.0499657708663151,0.0546254344032438
"Wagepan","CI_Level_90","Placebo",1,-0.0883945688414893,0.0422581614516339
"Wagepan","CI_Level_90","Placebo",2,0.0370908370919698,0.0581036594868833
"Wagepan","CI_Level_99","Effect",1,0.0409507589219753,0.0339709086428129
"Wagepan","CI_Level_99","Effect",2,0.0218878146052099,0.0393387790490505
"Wagepan","CI_Level_99","Effect",3,0.0311019215194921,0.0425975834153738
"Wagepan","CI_Level_99","Effect",4,0.0181627023972096,0.047209970184856
"Wagepan","CI_Level_99","Effect",5,-0.0499657708663151,0.0546254344032438
"Wagepan","CI_Level_99","Placebo",1,-0.0883945688414893,0.0422581614516339
"Wagepan","CI_Level_99","Placebo",2,0.0370908370919698,0.0581036594868833
"Wagepan","Less_Conservative_SE","Effect",1,0.0409507589219753,0.0339709086428129
"Wagepan","Less_Conservative_SE","Effect",2,0.0218878146052099,0.0385286917295046
"Wagepan","Less_Conservative_SE","Effect",3,0.0311019215194921,0.0429979116929668
"Wagepan","Less_Conservative_SE","Effect",4,0.0181627023972096,0.046945297732136
"Wagepan","Less_Conservative_SE","Effect",5,-0.0499657708663151,0.053396985428101
"Wagepan","Less_Conservative_SE","Placebo",1,-0.0883945688414893,0.0422581614516339
"Wagepan","Less_Conservative_SE","Placebo",2,0.0370908370919698,0.0581036594868833
"Wagepan","Dont_Drop_Larger_Lower","Effect",1,0.0409507589219753,0.0339709086428129
"Wagepan","Dont_Drop_Larger_Lower","Effect",2,0.0218878146052099,0.0393387790490505
"Wagepan","Dont_Drop_Larger_Lower","Effect",3,0.0311019215194921,0.0425975834153738
"Wagepan","Dont_Drop_Larger_Lower","Effect",4,0.0181627023972096,0.047209970184856
"Wagepan","Dont_Drop_Larger_Lower","Effect",5,-0.0499657708663151,0.0546254344032438
"Wagepan","Dont_Drop_Larger_Lower","Placebo",1,-0.0883945688414893,0.0422581614516339
"Wagepan","Dont_Drop_Larger_Lower","Placebo",2,0.0370908370919698,0.0581036594868833
"Favara_Imbs","Baseline","Effect",1,0.00241027522111182,0.00299878882855916
"Favara_Imbs","Baseline","Effect",2,0.00552681590962133,0.00388879899431986
"Favara_Imbs","Baseline","Effect",3,0.00814919544138948,0.0051571048632595
"Favara_Imbs","Baseline","Effect",4,0.0116606590571964,0.00591468886121769
"Favara_Imbs","Baseline","Effect",5,0.0173245008725871,0.00654886096840859
"Favara_Imbs","Baseline","Placebo",1,-0.00236960871855628,0.00365224469302794
"Favara_Imbs","Baseline","Placebo",2,0.00270882415002738,0.00742887767226684
"Favara_Imbs","Baseline","Placebo",3,-0.0109803011417939,0.00556984113271551
"Deryugina","Baseline","Effect",1,0.0108629234897964,0.0016169631261746
"Deryugina","Baseline","Effect",2,0.0127917837790872,0.00236509733740632
"Deryugina","Baseline","Effect",3,0.0158004613717625,0.00300746061170517
"Deryugina","Baseline","Effect",4,0.0163886434481567,0.00339298013330418
"Deryugina","Baseline","Effect",5,0.0230699233229095,0.00389684700340045
"Deryugina","Baseline","Effect",6,0.0268285222080965,0.00425075075879542
"Deryugina","Baseline","Effect",7,0.0377147267972462,0.00449256856996367
"Deryugina","Baseline","Effect",8,0.039292247212583,0.00503943584056354
"Deryugina","Baseline","Effect",9,0.0351089739263345,0.00551851736934596
"Deryugina","Baseline","Effect",10,0.0494015841376323,0.00602901861964065
"Deryugina","Baseline","Effect",11,0.051812285209058,0.00610549191090274
"Deryugina","Baseline","Placebo",1,-0.00559026093751906,0.00131725338008488
"Deryugina","Baseline","Placebo",2,-0.0083553867958108,0.00206893453336276
"Deryugina","Baseline","Placebo",3,-0.012818307612083,0.00297703310389166
"Deryugina","Baseline","Placebo",4,-0.00914298685045836,0.0033686429063961
"Deryugina","Baseline","Placebo",5,-0.0075546182974462,0.00398164645685981
"Deryugina","Baseline","Placebo",6,-0.00731151384434545,0.00437481941415274
"Deryugina","Baseline","Placebo",7,-0.00795833815567858,0.00475664412741234
"Deryugina","Baseline","Placebo",8,-0.00884096314987553,0.00531837512105067
"Deryugina","Baseline","Placebo",9,-0.0143815701965616,0.00583625849370833
"Deryugina","Baseline","Placebo",10,-0.00864977943342766,0.00612809107711133
"Deryugina","Baseline","Placebo",11,-0.00359237773136125,0.00669039772806004
"Gentzkow","Non_Normalized","Effect",1,0.0144244335391573,0.00424765182705098
"Gentzkow","Non_Normalized","Effect",2,0.0190899411679105,0.0058428892656241
"Gentzkow","Non_Normalized","Effect",3,0.0207146714134795,0.00791636125785668
"Gentzkow","Non_Normalized","Effect",4,0.0272653455884051,0.00979235687694241
"Gentzkow","Non_Normalized","Placebo",1,-0.000502474955014417,0.00513224052256547
"Gentzkow","Non_Normalized","Placebo",2,0.00205940585436576,0.00850307445294435
"Gentzkow","Non_Normalized","Placebo",3,-0.00153649370499927,0.0116824694269643
"Gentzkow","Non_Normalized","Placebo",4,0.000657264778096171,0.0175031689744036
"Gentzkow","Normalized","Effect",1,0.0120185712064907,0.00353918272112438
"Gentzkow","Normalized","Effect",2,0.00821257060856229,0.0025136348105991
"Gentzkow","Normalized","Effect",3,0.00571920220843541,0.00218566203078871
"Gentzkow","Normalized","Effect",4,0.00538727039529573,0.00193483974491622
"Gentzkow","Normalized","Placebo",1,-0.000415809549929362,0.00424704674436151
"Gentzkow","Normalized","Placebo",2,0.000869941544369683,0.00359189894784626
"Gentzkow","Normalized","Placebo",3,-0.000420118695255571,0.00319430128288203
"Gentzkow","Normalized","Placebo",4,0.000139419801414339,0.00371279341881289
