unit,state,unit_fe,group,g,year,year_fe,treat,rel_year,rel_year_binned,error,te,te_dynamic,dep_var
1,5,0.718703388030299,Group 3,0,2009,-0.857515838142749,FALSE,Inf,Inf,0.102252589824471,0,0,-0.0365598602879793
1,5,0.718703388030299,Group 3,0,2010,-0.449531488815626,FALSE,Inf,Inf,-0.187284972659137,0,0,0.0818869265555362
1,5,0.718703388030299,Group 3,0,2011,1.76054382793227,FALSE,Inf,Inf,0.24942147074221,0,0,2.72866868670478
1,5,0.718703388030299,Group 3,0,2012,0.511912995555399,FALSE,Inf,Inf,0.623692284746026,0,0,1.85430866833172
1,5,0.718703388030299,Group 3,0,2013,0.278554308994546,FALSE,Inf,Inf,-0.935520935676393,0,0,0.0617367613484519
1,5,0.718703388030299,Group 3,0,2014,-0.117430483485105,FALSE,Inf,Inf,1.53257667972889,0,0,2.13384958427408
1,5,0.718703388030299,Group 3,0,2015,0.700075749869512,FALSE,Inf,Inf,-0.0243931902376761,0,0,1.39438594766213
1,5,0.718703388030299,Group 3,0,2016,-1.26451312444723,FALSE,Inf,Inf,0.965080575049623,0,0,0.419270838632687
1,5,0.718703388030299,Group 3,0,2017,0.282922325115955,FALSE,Inf,Inf,-1.47531382429783,0,0,-0.473688111151574
1,5,0.718703388030299,Group 3,0,2018,0.107850571633512,FALSE,Inf,Inf,2.31006451388419,0,0,3.136618473548
1,5,0.718703388030299,Group 3,0,2019,-1.81539124429693,FALSE,Inf,Inf,-0.307342097557417,0,0,-1.40402995382404
1,5,0.718703388030299,Group 3,0,2020,-1.26954613882862,FALSE,Inf,Inf,-0.251736145598419,0,0,-0.802578896396735
2,33,6.7386638313668,Group 1,2000,1990,-0.339584351163271,FALSE,-10,-6,1.38922409325148,0,0,7.78830357345501
2,33,6.7386638313668,Group 1,2000,1991,-0.407101574056091,FALSE,-9,-6,2.14644565708791,0,0,8.47800791439862
2,33,6.7386638313668,Group 1,2000,1992,0.0863476262046286,FALSE,-8,-6,0.00166025778053648,0,0,6.82667171535196
2,33,6.7386638313668,Group 1,2000,1993,0.0601437290224655,FALSE,-7,-6,0.526919194029664,0,0,7.32572675441893
2,33,6.7386638313668,Group 1,2000,1994,0.75971542753949,FALSE,-6,-6,-0.751376332895732,0,0,6.74700292601056
2,33,6.7386638313668,Group 1,2000,1995,0.275896308371944,FALSE,-5,-5,-0.116381655792577,0,0,6.89817848394617
2,33,6.7386638313668,Group 1,2000,1996,0.672153776946349,FALSE,-4,-4,-1.59552061464749,0,0,5.81529699366566
2,33,6.7386638313668,Group 1,2000,1997,-1.24277287912274,FALSE,-3,-3,0.694596895841267,0,0,6.19048784808533
2,33,6.7386638313668,Group 1,2000,1998,-1.41323261064489,FALSE,-2,-2,-0.0821154002612397,0,0,5.24331582046067
2,33,6.7386638313668,Group 1,2000,1999,-0.385041835502646,FALSE,-1,-1,-0.863340409499613,0,0,5.49028158636454
2,33,6.7386638313668,Group 1,2000,2000,-0.224037384931551,TRUE,0,0,1.81858989003636,2,0,10.3332163364716
2,33,6.7386638313668,Group 1,2000,2001,0.4882237300464,TRUE,1,1,-0.594717839080358,2,0.05,8.68216972233284
2,33,6.7386638313668,Group 1,2000,2002,-0.059410610512335,TRUE,2,2,0.365717180816013,2,0.1,9.14497040167048
2,33,6.7386638313668,Group 1,2000,2003,-0.403377381811428,TRUE,3,3,-0.0704356144688141,2,0.15,8.41485083508656
2,33,6.7386638313668,Group 1,2000,2004,-0.593612433883135,TRUE,4,4,0.220318565695652,2,0.2,8.56536996317932
2,33,6.7386638313668,Group 1,2000,2005,-0.925264844353814,TRUE,5,5,-0.848803670511414,2,0.25,7.21459531650157
2,33,6.7386638313668,Group 1,2000,2006,-0.517616831416376,TRUE,6,6,-0.408412934616173,2,0.3,8.11263406533425
2,33,6.7386638313668,Group 1,2000,2007,-0.332980596012207,TRUE,7,6,-0.878668994448375,2,0.35,7.87701424090622
2,33,6.7386638313668,Group 1,2000,2008,1.48595618018235,TRUE,8,6,0.461521831445781,2,0.4,11.0861418429949
2,33,6.7386638313668,Group 1,2000,2009,-0.552808079726348,TRUE,9,6,-0.348393039415266,2,0.45,8.28746271222519
2,33,6.7386638313668,Group 1,2000,2010,1.38659707589587,TRUE,10,6,-2.40363792513185,2,0.5,8.22162298213083
2,33,6.7386638313668,Group 1,2000,2011,-0.4437173598889,TRUE,11,6,-0.81954213216641,2,0.55,8.02540433931149
2,33,6.7386638313668,Group 1,2000,2012,0.340612550680559,TRUE,12,6,1.23475261362556,2,0.6,10.9140289956729
2,33,6.7386638313668,Group 1,2000,2013,1.09831707079717,TRUE,13,6,-0.830108767196904,2,0.65,9.65687213496706
2,33,6.7386638313668,Group 1,2000,2014,0.375171735900182,TRUE,14,6,-1.39097978838365,2,0.7,8.42285577888334
2,33,6.7386638313668,Group 1,2000,2015,0.795447162605812,TRUE,15,6,1.97269767500264,2,0.75,12.2568086689753
2,33,6.7386638313668,Group 1,2000,2016,-0.694652098118552,TRUE,16,6,0.947330663794671,2,0.8,9.79134239704292
2,33,6.7386638313668,Group 1,2000,2017,-1.04272210840432,TRUE,17,6,-0.911853530297166,2,0.85,7.63408819266531
2,33,6.7386638313668,Group 1,2000,2018,0.456779980885297,TRUE,18,6,-0.726813116078411,2,0.9,9.36863069617369
2,33,6.7386638313668,Group 1,2000,2019,0.882094213039647,TRUE,19,6,0.599236147439758,2,0.95,11.1699941918462
2,33,6.7386638313668,Group 1,2000,2020,-0.911280945282324,TRUE,20,6,-0.692259965429174,2,1,8.1351229206553
3,11,3.63129572356348,Group 2,2010,1990,-0.866036755309747,FALSE,-20,-6,0.894865197062689,0,0,3.66012416531642
3,11,3.63129572356348,Group 2,2010,1991,-0.415182640155247,FALSE,-19,-6,0.371318026574213,0,0,3.58743110998245
3,11,3.63129572356348,Group 2,2010,1992,-0.373108010796724,FALSE,-18,-6,-0.120613079977644,0,0,3.13757463278911
3,11,3.63129572356348,Group 2,2010,1993,1.22736458812892,FALSE,-17,-6,1.36327342677707,0,0,6.22193373846947
3,11,3.63129572356348,Group 2,2010,1994,0.449561191277405,FALSE,-16,-6,-0.0574757525540934,0,0,4.02338116228679
3,11,3.63129572356348,Group 2,2010,1995,-0.24347263799144,FALSE,-15,-6,-1.26807418357529,0,0,2.11974890199675
3,11,3.63129572356348,Group 2,2010,1996,2.07904755342767,FALSE,-14,-6,-0.235717385301075,0,0,5.47462589169008
3,11,3.63129572356348,Group 2,2010,1997,-2.02769454705515,FALSE,-13,-6,-0.87119611481926,0,0,0.732405061689072
3,11,3.63129572356348,Group 2,2010,1998,0.198728696312102,FALSE,-12,-6,0.19374722940224,0,0,4.02377164927782
3,11,3.63129572356348,Group 2,2010,1999,0.136227359442982,FALSE,-11,-6,-0.41424714910423,0,0,3.35327593390223
3,11,3.63129572356348,Group 2,2010,2000,-0.970901592864499,FALSE,-10,-6,-2.50674526339791,0,0,0.153648867301073
3,11,3.63129572356348,Group 2,2010,2001,-0.116589635309811,FALSE,-9,-6,-0.509199284770285,0,0,3.00550680348338
3,11,3.63129572356348,Group 2,2010,2002,0.0289664608604749,FALSE,-8,-6,-0.442668425367689,0,0,3.21759375905627
3,11,3.63129572356348,Group 2,2010,2003,0.471692174041048,FALSE,-7,-6,0.054728392993703,0,0,4.15771629059823
3,11,3.63129572356348,Group 2,2010,2004,1.49612744419926,FALSE,-6,-6,0.110958463686444,0,0,5.23838163144919
3,11,3.63129572356348,Group 2,2010,2005,0.390917686310533,FALSE,-5,-5,0.988337814007959,0,0,5.01055122388197
3,11,3.63129572356348,Group 2,2010,2006,-0.0967556615050175,FALSE,-4,-4,0.577698993112098,0,0,4.11223905517056
3,11,3.63129572356348,Group 2,2010,2007,-0.563111922512934,FALSE,-3,-3,-1.39395816056642,0,0,1.67422564048413
3,11,3.63129572356348,Group 2,2010,2008,0.224244098475744,FALSE,-2,-2,1.20448935500004,0,0,5.06002917703926
3,11,3.63129572356348,Group 2,2010,2009,1.28222585342636,FALSE,-1,-1,-0.800760226355529,0,0,4.11276135063431
3,11,3.63129572356348,Group 2,2010,2010,0.41068728474396,TRUE,0,0,0.138435450622881,1,0,5.18041845893032
3,11,3.63129572356348,Group 2,2010,2011,-0.708520254064003,TRUE,1,1,-0.416923169202061,1,0.15,3.65585230029741
3,11,3.63129572356348,Group 2,2010,2012,0.599530530693909,TRUE,2,2,0.00740325552317672,1,0.3,5.53822950978057
3,11,3.63129572356348,Group 2,2010,2013,-1.10779980490373,TRUE,3,3,-0.70159970256915,1,0.45,3.2718962160906
3,11,3.63129572356348,Group 2,2010,2014,0.0917743140955194,TRUE,4,4,-0.0571098082772607,1,0.6,5.26596022938174
3,11,3.63129572356348,Group 2,2010,2015,-0.481488510608386,TRUE,5,5,1.17550749106938,1,0.75,6.07531470402448
3,11,3.63129572356348,Group 2,2010,2016,0.291894314613516,TRUE,6,6,1.38274798166589,1,0.9,7.20593801984289
3,11,3.63129572356348,Group 2,2010,2017,-0.00887504218978307,TRUE,7,6,0.830290667236209,1,1.05,6.50271134860991
3,11,3.63129572356348,Group 2,2010,2018,1.12318961110313,TRUE,8,6,0.628175542833942,1,1.2,7.58266087750055
3,11,3.63129572356348,Group 2,2010,2019,0.455910718518698,TRUE,9,6,0.340880512742591,1,1.35,6.77808695482477
3,11,3.63129572356348,Group 2,2010,2020,0.284611992549394,TRUE,10,6,-0.450321916224977,1,1.5,5.9655857998879
4,23,4.43565393624506,Group 1,2000,1990,1.57555373634296,FALSE,-10,-6,-0.995582884188512,0,0,5.0156247883995
4,23,4.43565393624506,Group 1,2000,1991,-0.571597625078917,FALSE,-9,-6,-0.735678990914022,0,0,3.12837732025212
4,23,4.43565393624506,Group 1,2000,1992,-1.05805676341938,FALSE,-8,-6,0.464197233697767,0,0,3.84179440652345
4,23,4.43565393624506,Group 1,2000,1993,-0.535583955789269,FALSE,-7,-6,-2.05117201696243,0,0,1.84889796349336
4,23,4.43565393624506,Group 1,2000,1994,-0.733732905855101,FALSE,-6,-6,-0.938059870322906,0,0,2.76386116006705
4,23,4.43565393624506,Group 1,2000,1995,0.428651909136379,FALSE,-5,-5,1.34071984255963,0,0,6.20502568794107
4,23,4.43565393624506,Group 1,2000,1996,-1.00779616486961,FALSE,-4,-4,1.42893259978632,0,0,4.85679037116176
4,23,4.43565393624506,Group 1,2000,1997,-0.80570406579501,FALSE,-3,-3,0.220057846498018,0,0,3.85000771694807
4,23,4.43565393624506,Group 1,2000,1998,0.23250934947202,FALSE,-2,-2,-0.252733302372851,0,0,4.41542998334423
4,23,4.43565393624506,Group 1,2000,1999,-0.422336825184498,FALSE,-1,-1,0.621879995444174,0,0,4.63519710650474
4,23,4.43565393624506,Group 1,2000,2000,-1.13968346510616,TRUE,0,0,-0.266431522236915,2,0,5.02953894890198
4,23,4.43565393624506,Group 1,2000,2001,0.313313235765548,TRUE,1,1,-0.258326617336348,2,0.05,6.54064055467426
4,23,4.43565393624506,Group 1,2000,2002,1.24701630442072,TRUE,2,2,-0.771330252291484,2,0.1,7.01133998837429
4,23,4.43565393624506,Group 1,2000,2003,0.19181193430616,TRUE,3,3,1.04670404197658,2,0.15,7.8241699125278
4,23,4.43565393624506,Group 1,2000,2004,1.39873854030749,TRUE,4,4,-2.33091125738464,2,0.2,5.70348121916791
4,23,4.43565393624506,Group 1,2000,2005,-1.40823707901905,TRUE,5,5,0.581410206377469,2,0.25,5.85882706360348
4,23,4.43565393624506,Group 1,2000,2006,0.52133566743342,TRUE,6,6,1.1615869026035,2,0.3,8.41857650628198
4,23,4.43565393624506,Group 1,2000,2007,1.28856512255035,TRUE,7,6,0.107545045256703,2,0.35,8.18176410405211
4,23,4.43565393624506,Group 1,2000,2008,-0.2467110340256,TRUE,8,6,-1.90728727081815,2,0.4,4.68165563140131
4,23,4.43565393624506,Group 1,2000,2009,-0.535395910488479,TRUE,9,6,-0.0152724832115676,2,0.45,6.33498554254501
4,23,4.43565393624506,Group 1,2000,2010,0.649714267976749,TRUE,10,6,-0.311488565261581,2,0.5,7.27387963896023
4,23,4.43565393624506,Group 1,2000,2011,-0.436412850443005,TRUE,11,6,-1.85703554066409,2,0.55,4.69220554513796
4,23,4.43565393624506,Group 1,2000,2012,-1.26019372731949,TRUE,12,6,-0.563073733257585,2,0.6,5.21238647566798
4,23,4.43565393624506,Group 1,2000,2013,0.53649334777836,TRUE,13,6,-0.650143140631699,2,0.65,6.97200414339172
4,23,4.43565393624506,Group 1,2000,2014,-0.686892348210238,TRUE,14,6,0.471205566376827,2,0.7,6.91996715441165
4,23,4.43565393624506,Group 1,2000,2015,-1.05749513113492,TRUE,15,6,1.09002582053481,2,0.75,7.21818462564495
4,23,4.43565393624506,Group 1,2000,2016,0.7154226711408,TRUE,16,6,-0.538070608596045,2,0.8,7.41300599878981
4,23,4.43565393624506,Group 1,2000,2017,-0.97138114511624,TRUE,17,6,-0.677014082653189,2,0.85,5.63725870847563
4,23,4.43565393624506,Group 1,2000,2018,-1.34662667563913,TRUE,18,6,0.0027270141607979,2,0.9,5.99175427476673
4,23,4.43565393624506,Group 1,2000,2019,-0.0417871593129359,TRUE,19,6,-0.828190097427675,2,0.95,6.51567667950445
4,23,4.43565393624506,Group 1,2000,2020,0.0731925554913279,TRUE,20,6,0.323795187323461,2,1,7.83264167905985
5,3,-0.58411191691205,Group 1,2000,1990,0.760828908191032,FALSE,-10,-6,-0.0330257303044062,0,0,0.143691260974576
5,3,-0.58411191691205,Group 1,2000,1991,-0.841460905068084,FALSE,-9,-6,-3.11214231794445,0,0,-4.53771513992458
5,3,-0.58411191691205,Group 1,2000,1992,0.176230389422803,FALSE,-8,-6,-0.144562867060295,0,0,-0.552444394549542
5,3,-0.58411191691205,Group 1,2000,1993,-0.103453099208467,FALSE,-7,-6,1.15795637057141,0,0,0.47039135445089
5,3,-0.58411191691205,Group 1,2000,1994,-0.460265809893164,FALSE,-6,-6,0.581464057670743,0,0,-0.46291366913447
5,3,-0.58411191691205,Group 1,2000,1995,0.268211710722732,FALSE,-5,-5,1.5297621853207,0,0,1.21386197913138
5,3,-0.58411191691205,Group 1,2000,1996,-0.59508514684223,FALSE,-4,-4,-2.11994203395724,0,0,-3.29913909771152
5,3,-0.58411191691205,Group 1,2000,1997,0.950702612946783,FALSE,-3,-3,-0.632436080435969,0,0,-0.265845384401235
5,3,-0.58411191691205,Group 1,2000,1998,-0.329726760549597,FALSE,-2,-2,0.0318054871446134,0,0,-0.882033190317033
5,3,-0.58411191691205,Group 1,2000,1999,0.333592508470854,FALSE,-1,-1,0.381462739868221,0,0,0.130943331427025
5,3,-0.58411191691205,Group 1,2000,2000,1.74193646074804,TRUE,0,0,0.727314320199533,2,0,3.88513886403552
5,3,-0.58411191691205,Group 1,2000,2001,-1.21921133551843,TRUE,1,1,-0.0869333549065196,2,0.05,0.159743392662996
5,3,-0.58411191691205,Group 1,2000,2002,0.965450816992763,TRUE,2,2,1.2130406894458,2,0.1,3.69437958952651
5,3,-0.58411191691205,Group 1,2000,2003,-0.509892211603398,TRUE,3,3,0.194235383876524,2,0.15,1.25023125536108
5,3,-0.58411191691205,Group 1,2000,2004,-0.528954280947187,TRUE,4,4,0.00056558821767451,2,0.2,1.08749939035844
5,3,-0.58411191691205,Group 1,2000,2005,2.1423221605345,TRUE,5,5,-0.691362554317312,2,0.25,3.11684768930514
5,3,-0.58411191691205,Group 1,2000,2006,-2.16166722026094,TRUE,6,6,1.79011910931707,2,0.3,1.34433997214408
5,3,-0.58411191691205,Group 1,2000,2007,0.339748536826084,TRUE,7,6,0.190354179073831,2,0.35,2.29599079898787
5,3,-0.58411191691205,Group 1,2000,2008,0.0727469766921461,TRUE,8,6,-1.0799786380776,2,0.4,0.808656421702501
5,3,-0.58411191691205,Group 1,2000,2009,-2.78314696295142,TRUE,9,6,-1.46662362628106,2,0.45,-2.38388250614454
5,3,-0.58411191691205,Group 1,2000,2010,0.0422350404357638,TRUE,10,6,1.22776144992462,2,0.5,3.18588457344833
5,3,-0.58411191691205,Group 1,2000,2011,0.733766471548686,TRUE,11,6,0.810019023966915,2,0.55,3.50967357860355
5,3,-0.58411191691205,Group 1,2000,2012,-0.300557458384845,TRUE,12,6,0.438168822629532,2,0.6,2.15349944733264
5,3,-0.58411191691205,Group 1,2000,2013,0.812605592351622,TRUE,13,6,-0.825709119068468,2,0.65,2.0527845563711
5,3,-0.58411191691205,Group 1,2000,2014,-0.326532409771025,TRUE,14,6,1.45434183212277,2,0.7,3.24369750543969
5,3,-0.58411191691205,Group 1,2000,2015,1.03753507263051,TRUE,15,6,1.60457363556904,2,0.75,4.8079967912875
5,3,-0.58411191691205,Group 1,2000,2016,2.50730610620775,TRUE,16,6,-0.0812463136265784,2,0.8,4.64194787566913
5,3,-0.58411191691205,Group 1,2000,2017,-0.105288094420545,TRUE,17,6,-0.223195037780659,2,0.85,1.93740495088675
5,3,-0.58411191691205,Group 1,2000,2018,0.592621591774929,TRUE,18,6,-0.206415041493129,2,0.9,2.70209463336975
5,3,-0.58411191691205,Group 1,2000,2019,0.133583919878421,TRUE,19,6,0.0301049493358685,2,0.95,2.52957695230224
5,3,-0.58411191691205,Group 1,2000,2020,-0.595724932645329,TRUE,20,6,-1.30109241636452,2,1,0.5190707340781
6,40,8.80770015864889,Group 1,2000,1990,-0.772026812035122,FALSE,-10,-6,-0.0466590754536938,0,0,7.98901427116008
6,40,8.80770015864889,Group 1,2000,1991,-0.439541391126174,FALSE,-9,-6,2.00742308198063,0,0,10.3755818495034
6,40,8.80770015864889,Group 1,2000,1992,1.85568056448681,FALSE,-8,-6,0.527036245956952,0,0,11.1904169690927
6,40,8.80770015864889,Group 1,2000,1993,-0.227186471734295,FALSE,-7,-6,1.64614411599978,0,0,10.2266578029144
6,40,8.80770015864889,Group 1,2000,1994,-0.839126521793751,FALSE,-6,-6,0.104553907458258,0,0,8.0731275443134
6,40,8.80770015864889,Group 1,2000,1995,1.08313487567156,FALSE,-5,-5,-0.170371541744955,0,0,9.72046349257549
6,40,8.80770015864889,Group 1,2000,1996,0.902838709395048,FALSE,-4,-4,-0.985266187517218,0,0,8.72527268052672
6,40,8.80770015864889,Group 1,2000,1997,-0.792402247033348,FALSE,-3,-3,-1.5939082610277,0,0,6.42138965058784
6,40,8.80770015864889,Group 1,2000,1998,-2.64709024271876,FALSE,-2,-2,-1.31395828920233,0,0,4.84665162672781
6,40,8.80770015864889,Group 1,2000,1999,-0.88331749310324,FALSE,-1,-1,-1.1843077193237,0,0,6.74007494622195
6,40,8.80770015864889,Group 1,2000,2000,-1.81898322912455,TRUE,0,0,2.63133650356467,2,0,11.620053433089
6,40,8.80770015864889,Group 1,2000,2001,0.770115217765428,TRUE,1,1,-1.41375566693341,2,0.05,10.2140597094809
6,40,8.80770015864889,Group 1,2000,2002,-1.836942070201,TRUE,2,2,-0.416124929325937,2,0.1,8.65463315912196
6,40,8.80770015864889,Group 1,2000,2003,-1.0106615080862,TRUE,3,3,0.296369777516133,2,0.15,10.2434084280788
6,40,8.80770015864889,Group 1,2000,2004,0.636039599053523,TRUE,4,4,0.364784004562375,2,0.2,12.0085237622648
6,40,8.80770015864889,Group 1,2000,2005,1.49555074210581,TRUE,5,5,0.892538482455239,2,0.25,13.4457893832099
6,40,8.80770015864889,Group 1,2000,2006,-0.182269717205882,TRUE,6,6,0.858626526181057,2,0.3,11.7840569676241
6,40,8.80770015864889,Group 1,2000,2007,0.828657753115399,TRUE,7,6,-2.26218011716166,2,0.35,9.72417779460263
6,40,8.80770015864889,Group 1,2000,2008,-1.41980875649125,TRUE,8,6,0.644550526217615,2,0.4,10.4324419283753
6,40,8.80770015864889,Group 1,2000,2009,0.865964467047233,TRUE,9,6,-0.561589532895412,2,0.45,11.5620750928007
6,40,8.80770015864889,Group 1,2000,2010,0.536324550689462,TRUE,10,6,2.71351849581188,2,0.5,14.5575432051502
6,40,8.80770015864889,Group 1,2000,2011,-1.53242170737406,TRUE,11,6,0.498565992280987,2,0.55,10.3238444435558
6,40,8.80770015864889,Group 1,2000,2012,1.59508093241228,TRUE,12,6,-1.91930718182757,2,0.6,11.0834739092336
6,40,8.80770015864889,Group 1,2000,2013,0.304756043191576,TRUE,13,6,-0.69964985983087,2,0.65,11.0628063420096
6,40,8.80770015864889,Group 1,2000,2014,-0.374861814679573,TRUE,14,6,0.693186807330422,2,0.7,11.8260251512997
6,40,8.80770015864889,Group 1,2000,2015,-0.605602524025335,TRUE,15,6,-0.0882825651267859,2,0.75,10.8638150694968
6,40,8.80770015864889,Group 1,2000,2016,-0.83556271758522,TRUE,16,6,0.910847614982486,2,0.8,11.6829850560462
6,40,8.80770015864889,Group 1,2000,2017,0.40826527325247,TRUE,17,6,-0.113473888023219,2,0.85,11.9524915438781
6,40,8.80770015864889,Group 1,2000,2018,-2.33490676691329,TRUE,18,6,0.0402328858184208,2,0.9,9.41302627755402
6,40,8.80770015864889,Group 1,2000,2019,-0.0395133789101117,TRUE,19,6,-1.63302322037529,2,0.95,10.0851635593635
6,40,8.80770015864889,Group 1,2000,2020,-2.58194440902156,TRUE,20,6,0.23187373541968,2,1,9.45762948504701
7,38,8.34027723623095,Group 3,0,1990,0.340838397249981,FALSE,Inf,Inf,-0.545252469734622,0,0,8.1358631637463
7,38,8.34027723623095,Group 3,0,1991,0.0304131647317068,FALSE,Inf,Inf,1.74603477383975,0,0,10.1167251748024
7,38,8.34027723623095,Group 3,0,1992,1.36054254567442,FALSE,Inf,Inf,1.2900457290494,0,0,10.9908655109548
7,38,8.34027723623095,Group 3,0,1993,0.274137399953083,FALSE,Inf,Inf,-1.80522114714683,0,0,6.8091934890372
7,38,8.34027723623095,Group 3,0,1994,1.86155295186638,FALSE,Inf,Inf,-0.47138361958796,0,0,9.73044656850936
7,38,8.34027723623095,Group 3,0,1995,0.0726706935477013,FALSE,Inf,Inf,0.615050049725418,0,0,9.02799797950406
7,38,8.34027723623095,Group 3,0,1996,-1.18466837631707,FALSE,Inf,Inf,1.24616915538644,0,0,8.40177801530031
7,38,8.34027723623095,Group 3,0,1997,1.1208553002463,FALSE,Inf,Inf,0.174095945469891,0,0,9.63522848194714
7,38,8.34027723623095,Group 3,0,1998,-1.24474146044842,FALSE,Inf,Inf,0.756178449685225,0,0,7.85171422546775
7,38,8.34027723623095,Group 3,0,1999,-0.34578142539715,FALSE,Inf,Inf,0.851645288344288,0,0,8.84614109917808
7,38,8.34027723623095,Group 3,0,2000,0.232988021491887,FALSE,Inf,Inf,-0.00702519720340435,0,0,8.56624006051943
7,38,8.34027723623095,Group 3,0,2001,0.874273823029479,FALSE,Inf,Inf,-1.74874755979895,0,0,7.46580349946147
7,38,8.34027723623095,Group 3,0,2002,1.72058646866434,FALSE,Inf,Inf,-0.176120756822042,0,0,9.88474294807324
7,38,8.34027723623095,Group 3,0,2003,1.06916179530547,FALSE,Inf,Inf,-1.18198114794653,0,0,8.22745788358989
7,38,8.34027723623095,Group 3,0,2004,1.84499609385289,FALSE,Inf,Inf,-1.14848498808011,0,0,9.03678834200372
7,38,8.34027723623095,Group 3,0,2005,0.311183858924432,FALSE,Inf,Inf,-1.05147296900853,0,0,7.59998812614685
7,38,8.34027723623095,Group 3,0,2006,-1.27971294027725,FALSE,Inf,Inf,0.267084780547034,0,0,7.32764907650073
7,38,8.34027723623095,Group 3,0,2007,-2.07951050625156,FALSE,Inf,Inf,0.608402313786609,0,0,6.86916904376599
7,38,8.34027723623095,Group 3,0,2008,0.863260490526234,FALSE,Inf,Inf,0.913047042929913,0,0,10.1165847696871
7,38,8.34027723623095,Group 3,0,2009,0.258556173896947,FALSE,Inf,Inf,-0.156198836654662,0,0,8.44263457347323
7,38,8.34027723623095,Group 3,0,2010,-3.53075044472742,FALSE,Inf,Inf,-0.0395233954143207,0,0,4.77000339608921
7,38,8.34027723623095,Group 3,0,2011,-0.49855416202619,FALSE,Inf,Inf,-1.31532387786891,0,0,6.52639919633585
7,38,8.34027723623095,Group 3,0,2012,1.55998150900672,FALSE,Inf,Inf,-2.14375369369318,0,0,7.75650505154448
7,38,8.34027723623095,Group 3,0,2013,-0.727272763938411,FALSE,Inf,Inf,-0.401208274247342,0,0,7.21179619804519
7,38,8.34027723623095,Group 3,0,2014,-0.000307739098074927,FALSE,Inf,Inf,-0.628013310007228,0,0,7.71195618712564
7,38,8.34027723623095,Group 3,0,2015,0.667559777747625,FALSE,Inf,Inf,0.246802126715606,0,0,9.25463914069418
7,38,8.34027723623095,Group 3,0,2016,-0.881794611060041,FALSE,Inf,Inf,0.479701440166175,0,0,7.93818406533708
7,38,8.34027723623095,Group 3,0,2017,-0.86547969774951,FALSE,Inf,Inf,-1.01897993509481,0,0,6.45581760338663
7,38,8.34027723623095,Group 3,0,2018,-0.56143040900573,FALSE,Inf,Inf,-0.14954067224464,0,0,7.62930615498057
7,38,8.34027723623095,Group 3,0,2019,-0.0937743326351628,FALSE,Inf,Inf,-0.362109288133999,0,0,7.88439361546178
7,38,8.34027723623095,Group 3,0,2020,-0.0313463651986467,FALSE,Inf,Inf,0.682234148139546,0,0,8.99116501917184
8,5,1.33350244314049,Group 2,2010,1990,-1.10247736349836,FALSE,-20,-6,0.143246727823178,0,0,0.374271807465307
